Address Space,IP Query,Prefix,Forest,EOP DC,IPAM DC,Region,Title,New Title,Prefix ID
Default,40.94.98.0,40.94.98.0/25,SON02,DB5,DB5,North Europe,"EOP: EUR-HE1SON02 - IPv4_Sonar - IPv4_Sonar","EOP: SON02-DB5 - IPv4_Sonar - IPv4_Sonar",f6b393b3-3012-4893-8987-65e1dc178d0a
Default,21.3.1.6,21.3.1.0/24,SON02,DB5,DB5,North Europe,"EOP: EUR-DB5Unknown - IPv4_CAP - IPv4_Unknown","EOP: SON02-DB5Unknown - IPv4_CAP - IPv4_Unknown",0209d7de-ff2c-497e-ae70-9422c6fc9c95
Default,25.152.244.6,25.152.244.0/23,APAC,KU1,KUL01,APAC Southeast 2,"EOP: APC-KU1FSPROD - IPv4_CAP - IPV4_CAP","EOP: APAC-KU1FSPROD - IPv4_CAP - IPV4_CAP",94afd6ee-8782-4918-a263-a15ff8bac27b
Default,65.55.88.96,65.55.88.96/27,APAC,KU1,KUL01,APAC Southeast 2,"EOP: APC-KU1FSPROD - IPv4_Anchor - IPV4_PUBOB","EOP: APAC-KU1FSPROD - IPv4_Anchor - IPV4_PUBOB",b50e892f-4362-4afc-b072-f3aa75611b62
Default,2a01:111:e400:7fba::,2a01:111:e400:7fba::/64,APAC,KU1,KUL01,APAC Southeast 2,"EOP: APC-KU1FSPROD - IPv6_CAP - IPV6_A_MGMT","EOP: APAC-KU1FSPROD - IPv6_CAP - IPV6_A_MGMT",c96ad1df-1e79-4889-bc01-e33d68c281bd
Default,2a01:111:e400:7eba::,2a01:111:e400:7eba::/64,APAC,KU1,KUL01,APAC Southeast 2,"EOP: APC-KU1FSPROD - IPv6_CAP - IPV6_CAP","EOP: APAC-KU1FSPROD - IPv6_CAP - IPV6_CAP",0c7dbb99-2098-46af-a13d-fcc8b641b46e
Default,25.154.122.0,25.154.122.0/24,APC02,KU1,KUL01,APAC Southeast 2,"EOP: APC-KU1FSPROD - IPv4_CAP - IPV4_A_MGMT","EOP: APC02-KU1FSPROD - IPv4_CAP - IPV4_A_MGMT",eeea67a2-582c-4f8c-aa4a-70069ed8d301
Default,104.47.122.0,104.47.122.0/24,APC02,KU1,KUL01,APAC Southeast 2,"EOP: APC-KU1FSPROD - IPv4_1701 - IPV4_HRI","EOP: APC02-KU1FSPROD - IPv4_1701 - IPV4_HRI",e3a09387-af56-4a67-9259-5d4a3ed06f29
Default,2a01:111:f400:feba::,2a01:111:f400:feba::/64,APC02,KU1,KUL01,APAC Southeast 2,"EOP: APC-KU1FSPROD - IPv6_Anchor - IPV6_HRI","EOP: APC02-KU1FSPROD - IPv6_Anchor - IPV6_HRI",48a4ca2f-ce5e-41ec-b73b-2e9d5a31e210
Default,2a01:111:f400:7eba::,2a01:111:f400:7eba::/64,APC02,KU1,KUL01,APAC Southeast 2,"EOP: APC-KU1FSPROD - IPv6_Anchor - IPV6_PUBOB","EOP: APC02-KU1FSPROD - IPv6_Anchor - IPV6_PUBOB",c8c64898-d260-4a3d-91cb-2e48a2839361
Default,10.174.64.10,10.174.64.0/23,GTM,AM1,AM1,West Europe,"EOP: EUR-AM1FSPROD - IPv4_CAP - CORE","EOP: GTM-AM1FSPROD - IPv4_CAP - CORE",beb84701-963c-4b8a-b462-7e643e93f9d3
Default,10.173.162.15,10.173.162.0/23,GTM,BL2,BL2,East US,"EOP: NAM-BL2FSPROD - IPv4_ILO - IPv4_ILO","EOP: GTM-BL2FSPROD - IPv4_ILO - IPv4_ILO",2ba063ba-bd52-4408-937b-e9f2f37c1d20
Default,10.58.52.10,10.58.52.0/23,GTM,BN1,BN1,East US 2,"EOP: NAM-BN1AFSPROD - IPv4_CAP - CORE","EOP: GTM-BN1AFSPROD - IPv4_CAP - CORE",611a9369-6607-40db-b6e6-506c7baa94a8
Default,10.111.201.33,10.111.201.0/24,GTM-FSDF,SN2,SN2,South Central US,"EOP: NAM-SN2Unknown - IPv4_CAP - IPv4_CAP","EOP: GTM-FSDF-SN2Unknown - IPv4_CAP - IPv4_CAP",a407979a-5488-4f5c-bacf-17f6a12bc07b
Default,25.154.166.8,25.154.166.0/24,GTM-SYNCGROUP01,BL2,BL2,East US,"EOP: NAM-BL2NAM02 - IPv4_CAP - IPV4_A_MGMTILO","EOP: GTM-SYNCGROUP01-BL2NAM02 - IPv4_CAP - IPV4_A_MGMTILO",ebc43736-c119-4f72-b6d0-4cc14201f2ee
Default,25.152.76.0,25.152.76.0/23,GTM-SYNCGROUP01,BL2,BL2,East US,"EOP: NAM-BL2NAM02 - IPv4_CAP - IPV4_CAP","EOP: GTM-SYNCGROUP01-BL2NAM02 - IPv4_CAP - IPV4_CAP",ce0a9109-64de-4479-8e61-cecd66ee4168
Default,25.154.38.0,25.154.38.0/24,GTM-SYNCGROUP01,BL2,BL2,East US,"EOP: NAM-BL2NAM02 - IPv4_CAP - IPV4_A_MGMT","EOP: GTM-SYNCGROUP01-BL2NAM02 - IPv4_CAP - IPV4_A_MGMT",b6bb4a1e-f3fe-44d7-8858-fe4c0f657099
Default,104.47.38.0,104.47.38.0/24,GTM-SYNCGROUP01,BL2,BL2,East US,"EOP: NAM-BL2NAM02 - IPv4_1701 - IPV4_HRI","EOP: GTM-SYNCGROUP01-BL2NAM02 - IPv4_1701 - IPV4_HRI",81d9a3c3-5687-46ad-92be-73a33d335820
Default,2a01:111:e400:7f46::,2a01:111:e400:7f46::/64,GTM-SYNCGROUP01,BL2,BL2,East US,"EOP: NAM-BL2NAM02 - IPv6_CAP - IPV6_A_MGMT","EOP: GTM-SYNCGROUP01-BL2NAM02 - IPv6_CAP - IPV6_A_MGMT",445724df-a81a-4801-8c80-951030e22305
Default,25.154.162.8,25.154.162.0/24,GTM-SYNCGROUP01,BY2,BY2,West US,"EOP: NAM-BY2NAM01 - IPv4_CAP - IPV4_A_MGMTILO","EOP: GTM-SYNCGROUP01-BY2NAM01 - IPv4_CAP - IPV4_A_MGMTILO",e7791d7a-b8f6-4e1d-80cf-26b155a150d3
Default,25.154.34.0,25.154.34.0/24,GTM-SYNCGROUP01,BY2,BY2,West US,"EOP: NAM-BY2NAM01 - IPv4_CAP - IPV4_A_MGMT","EOP: GTM-SYNCGROUP01-BY2NAM01 - IPv4_CAP - IPV4_A_MGMT",18423080-110f-4687-8477-72084b51a103
Default,104.47.34.0,104.47.34.0/24,GTM-SYNCGROUP01,BY2,BY2,West US,"EOP: NAM-BY2NAM01 - IPv4_1701 - IPV4_HRI","EOP: GTM-SYNCGROUP01-BY2NAM01 - IPv4_1701 - IPV4_HRI",037bb879-8936-4d94-907a-cc5bd15f340b
Default,2a01:111:f400:fe42::,2a01:111:f400:fe42::/64,GTM-SYNCGROUP01,BY2,BY2,West US,"EOP: NAM-BY2NAM01 - IPv6_Anchor - IPV6_HRI","EOP: GTM-SYNCGROUP01-BY2NAM01 - IPv6_Anchor - IPV6_HRI",c9b6dcaa-cea4-43fa-87df-23dee0f1d615
Default,25.154.130.8,25.154.130.0/24,GTM-SYNCGROUP01,DB5,DB5,North Europe,"EOP: EUR-DB5EUR01 - IPv4_CAP - IPV4_A_MGMTILO","EOP: GTM-SYNCGROUP01-DB5EUR01 - IPv4_CAP - IPV4_A_MGMTILO",cacafb0f-cc70-460e-9f96-e7a1da00de39
Default,25.154.2.0,25.154.2.0/24,GTM-SYNCGROUP01,DB5,DB5,North Europe,"EOP: EUR-DB5EUR01 - IPv4_CAP - IPV4_A_MGMT","EOP: GTM-SYNCGROUP01-DB5EUR01 - IPv4_CAP - IPV4_A_MGMT",a58a5494-8119-4fce-8c6f-cd5f2c85b269
Default,104.47.2.0,104.47.2.0/24,GTM-SYNCGROUP01,DB5,DB5,North Europe,"EOP: EUR-DB5EUR01 - IPv4_1701 - IPV4_HRI","EOP: GTM-SYNCGROUP01-DB5EUR01 - IPv4_1701 - IPV4_HRI",2d3c6f6b-0cd5-47b5-8e0e-4838e567e387
Default,2a01:111:e400:7f02::,2a01:111:e400:7f02::/64,GTM-SYNCGROUP01,DB5,DB5,North Europe,"EOP: EUR-DB5EUR01 - IPv6_CAP - IPV6_A_MGMT","EOP: GTM-SYNCGROUP01-DB5EUR01 - IPv6_CAP - IPV6_A_MGMT",eb713aaf-f741-4f63-ae2f-f757fd5d56d0
Default,2a01:111:f400:fe02::,2a01:111:f400:fe02::/64,GTM-SYNCGROUP01,DB5,DB5,North Europe,"EOP: EUR-DB5EUR01 - IPv6_Anchor - IPV6_HRI","EOP: GTM-SYNCGROUP01-DB5EUR01 - IPv6_Anchor - IPV6_HRI",77dfb030-c567-4037-a4a2-9eae8630755e
Default,25.154.252.8,25.154.252.0/25,GTM-SYNCGROUP01,HK2,HK2,East Asia,"EOP: APC-HK2APC01 - IPv4_CAP - IPV4_A_MGMTILO","EOP: GTM-SYNCGROUP01-HK2APC01 - IPv4_CAP - IPV4_A_MGMTILO",bdc09426-a771-4d82-b415-3711b8264e96
Default,25.154.124.0,25.154.124.0/25,GTM-SYNCGROUP01,HK2,HK2,East Asia,"EOP: APC-HK2APC01 - IPv4_CAP - IPV4_A_MGMT","EOP: GTM-SYNCGROUP01-HK2APC01 - IPv4_CAP - IPV4_A_MGMT",237310d1-f86c-4f5c-8ed7-dced55a59cf9
Default,104.47.124.0,104.47.124.0/24,GTM-SYNCGROUP01,HK2,HK2,East Asia,"EOP: APC-HK2APC01 - IPv4_1701 - IPV4_HRI","EOP: GTM-SYNCGROUP01-HK2APC01 - IPv4_1701 - IPV4_HRI",1aa5a18d-0270-4caf-9085-b1d19e263b08
Default,2a01:111:f400:febc::,2a01:111:f400:febc::/64,GTM-SYNCGROUP01,HK2,HK2,East Asia,"EOP: APC-HK2APC01 - IPv6_Anchor - IPV6_HRI","EOP: GTM-SYNCGROUP01-HK2APC01 - IPv6_Anchor - IPV6_HRI",0c078cb5-095b-4095-9e0b-b88b48e12997
Default,25.154.168.8,25.154.168.0/24,GTM-SYNCGROUP02,CO1,CO1,West US 2,"EOP: NAM-CO1NAM03 - IPv4_CAP - IPV4_A_MGMTILO","EOP: GTM-SYNCGROUP02-CO1NAM03 - IPv4_CAP - IPV4_A_MGMTILO",436b802d-e4c6-4721-a0c8-6e90e0513d8d
Default,25.152.80.0,25.152.80.0/23,GTM-SYNCGROUP02,CO1,CO1,West US 2,"EOP: NAM-CO1NAM03 - IPv4_CAP - IPV4_CAP","EOP: GTM-SYNCGROUP02-CO1NAM03 - IPv4_CAP - IPV4_CAP",338547be-569d-457d-8b0a-0f713e43cfa2
Default,25.154.40.0,25.154.40.0/24,GTM-SYNCGROUP02,CO1,CO1,West US 2,"EOP: NAM-CO1NAM03 - IPv4_CAP - IPV4_A_MGMT","EOP: GTM-SYNCGROUP02-CO1NAM03 - IPv4_CAP - IPV4_A_MGMT",d05b4ea6-7e9e-415d-8c21-1d9441e2032b
Default,104.47.40.0,104.47.40.0/24,GTM-SYNCGROUP02,CO1,CO1,West US 2,"EOP: NAM-CO1NAM03 - IPv4_1101/1102 - IPv4_1101/1102","EOP: GTM-SYNCGROUP02-CO1NAM03 - IPv4_1101/1102 - IPv4_1101/1102",6d9863dc-1c2a-4c8b-a8b5-ad8f9f7d3df0
Default,2a01:111:e400:7f48::,2a01:111:e400:7f48::/64,GTM-SYNCGROUP02,CO1,CO1,West US 2,"EOP: NAM-CO1NAM03 - IPv6_CAP - IPV6_A_MGMT","EOP: GTM-SYNCGROUP02-CO1NAM03 - IPv6_CAP - IPV6_A_MGMT",1bf9624b-82ce-46b3-a16f-f35eece707ed
Default,2a01:111:e400:7e48::,2a01:111:e400:7e48::/64,GTM-SYNCGROUP02,CO1,CO1,West US 2,"EOP: NAM-CO1NAM03 - IPv6_CAP - IPV6_CAP","EOP: GTM-SYNCGROUP02-CO1NAM03 - IPv6_CAP - IPV6_CAP",07ed3ecc-ebc6-46d9-b712-895075c4c148
Default,25.154.121.0,25.154.121.0/24,GTM-SYNCGROUP02,SG2,SG2,Southeast Asia,"EOP: APC-SG2APC02 - IPv4_CAP - IPV4_A_MGMT","EOP: GTM-SYNCGROUP02-SG2APC02 - IPv4_CAP - IPV4_A_MGMT",d8dec834-6939-4182-a4eb-b247f8504fef
Default,104.47.121.0,104.47.121.0/24,GTM-SYNCGROUP02,SG2,SG2,Southeast Asia,"EOP: APC-SG2APC02 - IPv4_1701 - IPV4_HRI","EOP: GTM-SYNCGROUP02-SG2APC02 - IPv4_1701 - IPV4_HRI",2903f8f8-91ae-4313-99ca-1a28fae8d232
Default,2a01:111:f400:feb9::,2a01:111:f400:feb9::/64,GTM-SYNCGROUP02,SG2,SG2,Southeast Asia,"EOP: APC-SG2APC02 - IPv6_Anchor - IPV6_HRI","EOP: GTM-SYNCGROUP02-SG2APC02 - IPv6_Anchor - IPV6_HRI",a624e82e-fbd0-4992-9da4-302889f577b4
Default,25.154.172.8,25.154.172.0/25,GTM-SYNCGROUP02,SN1,SN1,South Central US,"EOP: NAM-SN1NAM04 - IPv4_CAP - IPV4_A_MGMTILO","EOP: GTM-SYNCGROUP02-SN1NAM04 - IPv4_CAP - IPV4_A_MGMTILO",3bc122fd-b64e-41d2-91f7-f4fe605e2474
Default,25.152.88.0,25.152.88.0/23,GTM-SYNCGROUP02,SN1,SN1,South Central US,"EOP: NAM-SN1NAM04 - IPv4_CAP - IPV4_CAP","EOP: GTM-SYNCGROUP02-SN1NAM04 - IPv4_CAP - IPV4_CAP",1082f1b1-17c5-4022-9df3-f798371ab0fe
Default,25.154.44.0,25.154.44.0/25,GTM-SYNCGROUP02,SN1,SN1,South Central US,"EOP: NAM-SN1NAM04 - IPv4_CAP - IPV4_A_MGMT","EOP: GTM-SYNCGROUP02-SN1NAM04 - IPv4_CAP - IPV4_A_MGMT",b651e233-a2ec-4a04-a822-9ba2b95455fc
Default,104.47.44.0,104.47.44.0/24,GTM-SYNCGROUP02,SN1,SN1,South Central US,"EOP: NAM-SN1NAM04 - IPv4_1101/1102 - IPv4_1101/1102","EOP: GTM-SYNCGROUP02-SN1NAM04 - IPv4_1101/1102 - IPv4_1101/1102",85d421e1-2d99-487c-a3db-b72cee367618
Default,2a01:111:e400:3b4c::,2a01:111:e400:3b4c::/64,GTM-SYNCGROUP02,SN1,SN1,South Central US,"EOP: NAM-SN1NAM04 - IPv6_ILO - IPV6_A_MGMTILO","EOP: GTM-SYNCGROUP02-SN1NAM04 - IPv6_ILO - IPV6_A_MGMTILO",d6124f0b-87c0-49a7-9efc-f1420ca81db9
Default,2a01:111:f400:fc10:0:0:0:299,2a01:111:f400:fc10::/64,NA,BN1A,BN1,East US 2,"EOP: GCC-BN1AFSPROD - IPv6_Anchor - IPV6_HRI","EOP: NA-BN1AFSPROD - IPv6_Anchor - IPV6_HRI",92fb85ae-84cc-4179-9c16-cfa26e027f46
Default,2a01:111:e400:3886::,2a01:111:e400:3886::/64,NA,SN4,SN4,South Central US,"EOP: APC-SN4FSPROD - IPv6_ILO - IPV6_SONCAPILO","EOP: NA-SN4FSPROD - IPv6_ILO - IPV6_SONCAPILO",f48e2985-1073-4423-8ba5-d8ce4c0d59d1
Default,2a01:111:e401:84::,2a01:111:e401:84::/64,SAP01,PS1,PUS01,,"EOP: APC-PU1SAP01 - IPv6_SonRest - IPV6_SONREST","EOP: SAP01-PS1 - IPv6_SonRest - IPV6_SONREST",80766a44-e2b8-4880-ac1a-c5ea7be7ddbc
Default,10.97.75.61,10.97.75.0/25,SIT02,SN5,SN5-FX,USGov Texas,"EOP: NAM-SN5SIT01 - IPv4_CAP - IPV4_SONCAP","EOP: SIT02-SN5SIT01 - IPv4_CAP - IPV4_SONCAP",b41a12c3-f1c6-46c5-9078-e3a94ecde5b8
Default,2a01:111:f400:fecb::,2a01:111:f400:fecb::/64,SNA04,CY1,CYS01,West Central US,"EOP: NAM-CY1SGC01 - IPv6_Anchor - SONARv6","EOP: SNA04-CY1SGC01 - IPv6_Anchor - SONARv6",48b04c91-d18a-43cf-ab6f-eb5c3bdadbfc
Default,2a01:111:e400:389a::,2a01:111:e400:389a::/64,SNA04,CY1,CYS01,West Central US,"EOP: APC-CY1SGC01 - IPv6_ILO - IPV6_SONCAPILO","EOP: SNA04-CY1SGC01 - IPv6_ILO - IPV6_SONCAPILO",a9e6621b-1d51-4d1f-9c5b-60a917d25c55
Default,157.56.210.24,157.56.210.24/29,SNA04,SN4,SN4,South Central US,"EOP: NAM-SN4FSPROD - IPv4_Anchor - IPv4_Anchor","EOP: SNA04-SN4FSPROD - IPv4_Anchor - IPv4_Anchor",84276052-18c2-449d-be99-39ee8288465f
Default,40.107.227.0,40.107.227.0/24,SNA04,SN4,SN4,South Central US,"EOP: APC-SN4FSPROD - IPv4_1101/1102 - IPv4_Sonar","EOP: SNA04-SN4FSPROD - IPv4_1101/1102 - IPv4_Sonar",bf03f140-e362-40fd-977c-d4dc90066aad
GalaCake,10.41.138.5,10.41.138.0/23,GALLATIN,SHA,SHA20,China East 2,"EOP: CN-SH0CHN02 - IPv4_CAP - IPV4_CAP","EOP: GALLATIN-SHA - IPv4_CAP - IPV4_CAP",3fd56bf8-8662-467a-86b9-0db1845b3bfb
GalaCake,139.219.146.0,139.219.146.0/24,GALLATIN,SHA,SHA20,China East 2,"EOP: CN-SH0CHN02 - IPv4_1101/1102 - IPV4_HRI","EOP: GALLATIN-SHA - IPv4_1101/1102 - IPV4_HRI",009ad6aa-e219-4993-8285-fe81da839b59
GalaCake,10.41.28.36,10.41.28.0/24,GALLATIN-W15,BJB,BJB,China North,"EOP: CN-BJBFFOCN - IPv4_CAP - CORE","EOP: GALLATIN-W15-BJBFFOCN - IPv4_CAP - CORE",6aeb5381-f0a6-4d21-aae6-6d2a86c28b50
GalaCake,42.159.36.39,42.159.36.0/24,GALLATIN-W15,BJB,BJB,China North,"EOP: CN-BJBFFOCN - IPv4_1101/1102 - IPV4_HRI","EOP: GALLATIN-W15-BJBFFOCN - IPv4_1101/1102 - IPV4_HRI",2459b5e9-3372-4533-9381-27dcea900f50
GalaCake,10.41.220.36,10.41.220.0/24,GALLATIN-W15,SHA,SHA,China East,"EOP: CN-SHAFFOCN - IPv4_CAP - CORE","EOP: GALLATIN-W15-SHAFFOCN - IPv4_CAP - CORE",530fa8e0-f211-40f3-b39f-d4f707ada8dc
GalaCake,42.159.164.39,42.159.164.0/24,GALLATIN-W15,SHA,SHA,China East,"EOP: CN-SHAFFOCN - IPv4_1101/1102 - IPV4_HRI","EOP: GALLATIN-W15-SHAFFOCN - IPv4_1101/1102 - IPV4_HRI",5d400de4-fe37-44ac-80f9-263bbbae011f
